Airline,Date_of_Journey,Source,Destination,Dep_Time,Arrival_Time,Duration,Total_Stops,Price
Air India,25/04/2019,Kolkata,Cochin,Evening,Evening,1h 45m,1 stop,8712
Air India,25/08/2019,Delhi,Kolkata,Evening,Afternoon,2h 30m,1 stop,8336
Air India,01/09/2019,Delhi,Kolkata,Evening,Night,2h 30m,non-stop,13539
Air India,02/10/2019,Kolkata,Cochin,Night,Night,2h 30m,2 stops,5282
Air India,28/05/2019,Kolkata,Cochin,Morning,Night,3h,2 stops,11465
Air India,02/08/2019,Delhi,Hyderabad,Afternoon,Morning,2h 30m,1 stop,4839
Air India,05/03/2019,Chennai,Kolkata,Evening,Evening,2h 30m,2 stops,3844
Air India,23/07/2019,Bangalore,Hyderabad,Morning,Evening,3h,1 stop,9378
Air India,18/10/2019,Kolkata,Delhi,Afternoon,Evening,3h,2 stops,7444
Air India,28/08/2019,Mumbai,Delhi,Afternoon,Evening,4h 15m,non-stop,14113
Air India,01/12/2019,Kolkata,Delhi,Night,Afternoon,4h 15m,2 stops,13024
Air India,06/02/2019,Chennai,Delhi,Afternoon,Morning,4h 15m,1 stop,13153
Air India,19/08/2019,Kolkata,Delhi,Afternoon,Afternoon,2h 30m,1 stop,11088
Air India,15/07/2019,Delhi,Hyderabad,Morning,Afternoon,1h 45m,1 stop,4216
Air India,24/07/2019,Delhi,Mumbai,Night,Afternoon,2h 30m,non-stop,6995
Air India,06/06/2019,Chennai,Cochin,Evening,Night,4h 15m,non-stop,11221
Air India,30/12/2019,Delhi,Kolkata,Evening,Morning,3h,non-stop,11199
Air India,02/08/2019,Mumbai,Hyderabad,Evening,Morning,3h,non-stop,3342
Air India,11/12/2019,Delhi,Mumbai,Evening,Night,2h 30m,1 stop,13892
Air India,13/11/2019,Delhi,Cochin,Evening,Afternoon,4h 15m,non-stop,5848
Air India,06/10/2019,Kolkata,Delhi,Morning,Night,4h 15m,non-stop,12124
Air India,18/03/2019,Delhi,Mumbai,Afternoon,Night,2h 30m,2 stops,8947
Air India,09/04/2019,Kolkata,Hyderabad,Evening,Morning,1h 45m,2 stops,7165
Air India,03/08/2019,Delhi,Kolkata,Night,Morning,4h 15m,2 stops,14365
Air India,27/08/2019,Chennai,Cochin,Afternoon,Afternoon,1h 45m,non-stop,9470
Air India,17/06/2019,Chennai,Mumbai,Night,Afternoon,2h 30m,2 stops,5484
Air India,27/05/2019,Kolkata,Delhi,Evening,Night,4h 15m,1 stop,13021
Air India,10/04/2019,Chennai,Cochin,Night,Night,2h 10m,non-stop,5290
Air India,02/09/2019,Bangalore,Hyderabad,Morning,Evening,3h,2 stops,12353
Air India,28/11/2019,Kolkata,Hyderabad,Evening,Afternoon,4h 15m,2 stops,9741
Air India,31/01/2019,Chennai,Mumbai,Morning,Morning,2h 10m,non-stop,14162
Air India,01/07/2019,Mumbai,Delhi,Evening,Night,1h 45m,1 stop,7587
Air India,04/06/2019,Kolkata,Hyderabad,Night,Morning,2h 10m,1 stop,9235
Air India,11/02/2019,Chennai,Cochin,Morning,Morning,2h 10m,2 stops,12606
Air India,06/10/2019,Mumbai,Hyderabad,Morning,Night,4h 15m,1 stop,4812
Air India,10/09/2019,Bangalore,Cochin,Evening,Night,2h 30m,1 stop,13984
Air India,26/09/2019,Mumbai,Hyderabad,Night,Night,1h 45m,2 stops,11971
Air India,25/02/2019,Bangalore,Kolkata,Morning,Morning,4h 15m,non-stop,11500
Air India,10/10/2019,Kolkata,Cochin,Morning,Morning,3h,2 stops,14927
Air India,26/12/2019,Delhi,Mumbai,Night,Afternoon,4h 15m,1 stop,7255
Air India,06/01/2019,Bangalore,Cochin,Afternoon,Afternoon,2h 30m,non-stop,3713
Air India,04/05/2019,Kolkata,Cochin,Evening,Afternoon,1h 45m,1 stop,3151
Air India,04/06/2019,Chennai,Delhi,Morning,Evening,2h 30m,1 stop,8714
Air India,18/06/2019,Mumbai,Kolkata,Evening,Night,2h 10m,non-stop,7670
Air India,15/04/2019,Chennai,Hyderabad,Morning,Morning,1h 45m,non-stop,5953
Air India,13/01/2019,Kolkata,Cochin,Morning,Afternoon,3h,2 stops,13222
Air India,20/11/2019,Delhi,Cochin,Afternoon,Evening,4h 15m,non-stop,4665
Air India,31/10/2019,Chennai,Mumbai,Afternoon,Morning,3h,2 stops,6218
Air India,22/07/2019,Kolkata,Hyderabad,Afternoon,Evening,4h 15m,non-stop,3830
Air India,08/02/2019,Chennai,Mumbai,Morning,Morning,2h 10m,non-stop,11952
Air India,06/07/2019,Kolkata,Mumbai,Afternoon,Evening,4h 15m,non-stop,6211
Air India,20/07/2019,Kolkata,Delhi,Afternoon,Morning,1h 45m,1 stop,3126
Air India,13/07/2019,Chennai,Cochin,Night,Night,3h,1 stop,6853
Air India,24/10/2019,Kolkata,Hyderabad,Night,Night,1h 45m,2 stops,4442
Air India,20/02/2019,Bangalore,Delhi,Afternoon,Afternoon,1h 45m,1 stop,6099
Air India,06/05/2019,Chennai,Hyderabad,Morning,Evening,2h 10m,non-stop,13501
Air India,14/09/2019,Delhi,Kolkata,Evening,Night,1h 45m,non-stop,11549
Air India,02/03/2019,Mumbai,Delhi,Afternoon,Night,2h 10m,1 stop,3367
Air India,29/01/2019,Bangalore,Hyderabad,Evening,Evening,1h 45m,1 stop,11991
Air India,13/04/2019,Bangalore,Mumbai,Afternoon,Night,3h,2 stops,6155
Air India,09/04/2019,Kolkata,Cochin,Evening,Afternoon,2h 10m,1 stop,9701
Air India,06/10/2019,Kolkata,Cochin,Morning,Evening,2h 30m,non-stop,11970
Air India,23/05/2019,Kolkata,Hyderabad,Afternoon,Morning,2h 10m,2 stops,11108
Air India,30/05/2019,Kolkata,Cochin,Afternoon,Evening,2h 10m,2 stops,9434
Air India,18/02/2019,Kolkata,Mumbai,Afternoon,Morning,4h 15m,1 stop,11878
Air India,16/03/2019,Delhi,Hyderabad,Afternoon,Night,4h 15m,non-stop,7155
Air India,05/05/2019,Bangalore,Hyderabad,Night,Morning,4h 15m,1 stop,4371
Air India,03/03/2019,Mumbai,Cochin,Morning,Evening,2h 30m,non-stop,11954
Air India,05/02/2019,Bangalore,Mumbai,Evening,Evening,2h 10m,1 stop,7330
Air India,21/08/2019,Mumbai,Kolkata,Night,Afternoon,2h 30m,2 stops,7760
Air India,03/09/2019,Mumbai,Delhi,Morning,Evening,4h 15m,1 stop,8172
Air India,14/02/2019,Delhi,Hyderabad,Night,Evening,2h 10m,2 stops,12183
Air India,01/02/2019,Bangalore,Kolkata,Evening,Evening,1h 45m,non-stop,10499
Air India,06/10/2019,Mumbai,Kolkata,Afternoon,Afternoon,3h,1 stop,4427
Air India,13/02/2019,Chennai,Cochin,Evening,Afternoon,4h 15m,2 stops,5287
Air India,16/12/2019,Mumbai,Kolkata,Evening,Evening,1h 45m,1 stop,8333
Air India,13/03/2019,Delhi,Cochin,Evening,Morning,4h 15m,non-stop,3730
Air India,01/04/2019,Bangalore,Delhi,Evening,Morning,3h,1 stop,12973
Air India,29/08/2019,Chennai,Mumbai,Night,Morning,2h 30m,1 stop,8723
Air India,08/08/2019,Bangalore,Cochin,Afternoon,Night,2h 30m,non-stop,5799
Air India,30/08/2019,Chennai,Cochin,Evening,Morning,4h 15m,2 stops,9616
Air India,02/03/2019,Bangalore,Hyderabad,Evening,Evening,3h,non-stop,5894
Air India,10/10/2019,Kolkata,Cochin,Night,Afternoon,4h 15m,1 stop,10404
Air India,11/10/2019,Bangalore,Kolkata,Morning,Afternoon,2h 30m,non-stop,3973
Air India,29/04/2019,Delhi,Hyderabad,Night,Afternoon,1h 45m,1 stop,12866
Air India,03/09/2019,Kolkata,Delhi,Evening,Morning,4h 15m,2 stops,10476
Air India,27/12/2019,Chennai,Hyderabad,Morning,Night,3h,1 stop,11935
Air India,16/09/2019,Mumbai,Kolkata,Morning,Evening,1h 45m,non-stop,10140
Air India,21/07/2019,Chennai,Cochin,Morning,Evening,3h,1 stop,6888
Air India,20/05/2019,Chennai,Mumbai,Morning,Evening,2h 30m,1 stop,7535
Air India,17/03/2019,Mumbai,Kolkata,Night,Morning,4h 15m,2 stops,3433
Air India,25/09/2019,Bangalore,Kolkata,Afternoon,Afternoon,2h 30m,1 stop,10087
Air India,14/09/2019,Kolkata,Cochin,Morning,Night,1h 45m,2 stops,3858
Air India,07/06/2019,Chennai,Delhi,Evening,Evening,4h 15m,non-stop,9799
Air India,19/02/2019,Kolkata,Cochin,Morning,Afternoon,2h 10m,2 stops,6484
Air India,30/10/2019,Bangalore,Kolkata,Morning,Afternoon,1h 45m,non-stop,13474
Air India,18/05/2019,Mumbai,Delhi,Evening,Evening,2h 30m,1 stop,14429
Air India,06/08/2019,Chennai,Kolkata,Night,Afternoon,2h 30m,non-stop,11031
Air India,27/09/2019,Kolkata,Delhi,Evening,Night,2h 30m,non-stop,3834
Air India,05/01/2019,Mumbai,Hyderabad,Night,Evening,3h,1 stop,4259
Air India,21/04/2019,Bangalore,Kolkata,Morning,Night,3h,2 stops,12485
Air India,05/08/2019,Kolkata,Cochin,Night,Morning,2h 10m,1 stop,4208
Air India,11/02/2019,Delhi,Cochin,Evening,Morning,1h 45m,1 stop,8527
Air India,10/05/2019,Kolkata,Delhi,Night,Night,2h 10m,1 stop,11266
Air India,14/06/2019,Bangalore,Hyderabad,Evening,Afternoon,3h,1 stop,14849
Air India,15/01/2019,Mumbai,Delhi,Night,Afternoon,2h 10m,2 stops,12022
Air India,13/03/2019,Mumbai,Cochin,Evening,Morning,1h 45m,non-stop,7164
Air India,22/05/2019,Bangalore,Kolkata,Morning,Afternoon,3h,2 stops,7729
Air India,28/08/2019,Chennai,Hyderabad,Afternoon,Afternoon,2h 30m,2 stops,5399
Air India,23/11/2019,Delhi,Cochin,Afternoon,Night,1h 45m,2 stops,5800
Air India,17/11/2019,Chennai,Delhi,Evening,Afternoon,2h 30m,2 stops,12523
Air India,21/11/2019,Chennai,Hyderabad,Evening,Morning,3h,2 stops,6520
Air India,17/04/2019,Mumbai,Hyderabad,Night,Evening,2h 10m,2 stops,11838
Air India,24/05/2019,Bangalore,Kolkata,Evening,Night,2h 30m,non-stop,4763
Air India,27/04/2019,Mumbai,Cochin,Morning,Afternoon,2h 30m,non-stop,8787
Air India,23/04/2019,Bangalore,Cochin,Morning,Night,4h 15m,2 stops,3056
Air India,17/07/2019,Delhi,Cochin,Morning,Night,3h,1 stop,7352
Air India,13/04/2019,Mumbai,Cochin,Afternoon,Night,3h,2 stops,12797
Air India,08/06/2019,Bangalore,Hyderabad,Night,Morning,1h 45m,non-stop,5234
Air India,07/09/2019,Kolkata,Hyderabad,Evening,Evening,3h,1 stop,11818
Air India,22/11/2019,Bangalore,Delhi,Afternoon,Afternoon,2h 10m,1 stop,7074
Air India,14/01/2019,Kolkata,Mumbai,Afternoon,Morning,2h 10m,1 stop,10830
Air India,26/01/2019,Bangalore,Cochin,Morning,Evening,2h 10m,non-stop,5145
Air India,03/01/2019,Delhi,Cochin,Afternoon,Evening,2h 30m,non-stop,12677
Air India,11/10/2019,Chennai,Kolkata,Night,Morning,2h 30m,2 stops,5610
Air India,01/05/2019,Delhi,Hyderabad,Morning,Evening,4h 15m,2 stops,4474
Air India,23/09/2019,Delhi,Cochin,Morning,Evening,1h 45m,1 stop,9600
Air India,01/01/2019,Chennai,Delhi,Morning,Afternoon,4h 15m,non-stop,11630
Air India,01/11/2019,Kolkata,Cochin,Morning,Morning,2h 10m,2 stops,6930
Air India,06/06/2019,Chennai,Mumbai,Night,Morning,2h 30m,2 stops,9076
Air India,23/07/2019,Kolkata,Mumbai,Afternoon,Morning,2h 10m,1 stop,7811
Air India,19/09/2019,Mumbai,Delhi,Afternoon,Morning,2h 30m,2 stops,8477
Air India,06/08/2019,Kolkata,Delhi,Evening,Evening,2h 10m,1 stop,11361
Air India,15/05/2019,Bangalore,Hyderabad,Night,Evening,1h 45m,1 stop,12305
Air India,11/02/2019,Mumbai,Cochin,Afternoon,Evening,3h,non-stop,6830
Air India,28/12/2019,Mumbai,Kolkata,Night,Night,3h,1 stop,12814
Air India,30/09/2019,Delhi,Mumbai,Evening,Night,2h 30m,non-stop,12249
Air India,09/09/2019,Chennai,Mumbai,Night,Evening,2h 10m,non-stop,12501
Air India,21/01/2019,Delhi,Cochin,Night,Morning,2h 30m,non-stop,3044
Air India,27/08/2019,Delhi,Cochin,Afternoon,Morning,4h 15m,1 stop,7231
Air India,23/07/2019,Delhi,Mumbai,Evening,Night,2h 30m,2 stops,11626
Air India,16/03/2019,Mumbai,Kolkata,Evening,Night,1h 45m,1 stop,14655
Air India,29/03/2019,Chennai,Delhi,Night,Afternoon,2h 10m,non-stop,10470
Air India,18/01/2019,Delhi,Cochin,Morning,Evening,4h 15m,non-stop,6641
Air India,17/08/2019,Bangalore,Mumbai,Evening,Afternoon,4h 15m,non-stop,14336
Air India,18/10/2019,Mumbai,Hyderabad,Afternoon,Evening,1h 45m,1 stop,8146
Air India,20/05/2019,Bangalore,Cochin,Morning,Evening,1h 45m,1 stop,11577
Air India,02/03/2019,Delhi,Cochin,Morning,Afternoon,2h 10m,2 stops,4000
Air India,07/09/2019,Chennai,Kolkata,Evening,Night,2h 30m,non-stop,4967
Air India,06/03/2019,Chennai,Hyderabad,Afternoon,Night,2h 10m,2 stops,6028
Air India,14/07/2019,Bangalore,Kolkata,Morning,Afternoon,4h 15m,2 stops,6145
Air India,02/10/2019,Bangalore,Delhi,Afternoon,Morning,2h 10m,2 stops,10067
Air India,12/06/2019,Bangalore,Delhi,Night,Evening,2h 30m,non-stop,12964
Air India,24/10/2019,Delhi,Cochin,Morning,Night,1h 45m,non-stop,7718
Air India,20/05/2019,Chennai,Mumbai,Evening,Morning,2h 10m,2 stops,13637
Air India,14/08/2019,Chennai,Cochin,Afternoon,Morning,1h 45m,1 stop,11356
Air India,16/08/2019,Chennai,Delhi,Night,Night,2h 10m,non-stop,3114
Air India,22/12/2019,Mumbai,Kolkata,Evening,Afternoon,4h 15m,2 stops,4295
Air India,04/12/2019,Mumbai,Hyderabad,Night,Afternoon,2h 30m,1 stop,4647
Air India,06/02/2019,Delhi,Hyderabad,Night,Afternoon,1h 45m,1 stop,8418
Air India,04/07/2019,Delhi,Cochin,Night,Afternoon,3h,1 stop,11523
Air India,20/01/2019,Kolkata,Delhi,Morning,Evening,2h 10m,2 stops,14860
Air India,20/06/2019,Bangalore,Delhi,Night,Evening,2h 30m,2 stops,4380
Air India,08/03/2019,Delhi,Mumbai,Evening,Afternoon,2h 10m,2 stops,6792
Air India,29/07/2019,Chennai,Hyderabad,Evening,Morning,2h 30m,non-stop,12091
Air India,25/07/2019,Kolkata,Hyderabad,Morning,Morning,2h 10m,non-stop,10110
Air India,03/03/2019,Chennai,Cochin,Night,Night,2h 10m,non-stop,6223
Air India,19/09/2019,Delhi,Cochin,Morning,Evening,4h 15m,1 stop,3214
Air India,28/07/2019,Bangalore,Delhi,Afternoon,Night,3h,1 stop,14494
Air India,21/05/2019,Bangalore,Hyderabad,Evening,Evening,2h 10m,non-stop,6661
Air India,23/09/2019,Mumbai,Kolkata,Morning,Evening,2h 10m,non-stop,11715
Air India,07/03/2019,Delhi,Cochin,Morning,Night,4h 15m,2 stops,4085
Air India,05/10/2019,Chennai,Hyderabad,Morning,Afternoon,2h 30m,non-stop,12391
Air India,26/02/2019,Mumbai,Hyderabad,Night,Evening,2h 30m,non-stop,5463
Air India,05/01/2019,Chennai,Delhi,Afternoon,Afternoon,3h,1 stop,11282
Air India,05/02/2019,Bangalore,Kolkata,Evening,Night,2h 10m,1 stop,12366
Air India,20/11/2019,Mumbai,Kolkata,Morning,Night,1h 45m,non-stop,8590
Air India,29/07/2019,Mumbai,Hyderabad,Night,Night,1h 45m,1 stop,14981
Air India,03/07/2019,Kolkata,Mumbai,Morning,Night,2h 30m,1 stop,13202
Air India,17/03/2019,Bangalore,Kolkata,Afternoon,Night,2h 30m,1 stop,13711
Air India,03/04/2019,Mumbai,Delhi,Night,Afternoon,2h 30m,non-stop,8814
Air India,14/07/2019,Bangalore,Hyderabad,Evening,Night,1h 45m,1 stop,4218
Air India,15/04/2019,Delhi,Mumbai,Afternoon,Night,4h 15m,1 stop,6436
Air India,24/06/2019,Mumbai,Cochin,Night,Morning,2h 10m,non-stop,10210
Air India,02/01/2019,Chennai,Kolkata,Afternoon,Morning,4h 15m,2 stops,12991
Air India,30/04/2019,Delhi,Mumbai,Morning,Morning,2h 30m,2 stops,10427
Air India,26/08/2019,Chennai,Delhi,Evening,Morning,2h 30m,1 stop,14111
Air India,20/02/2019,Mumbai,Cochin,Evening,Evening,2h 10m,2 stops,11136
Air India,29/08/2019,Chennai,Cochin,Night,Morning,1h 45m,1 stop,3570
Air India,20/11/2019,Chennai,Hyderabad,Evening,Evening,1h 45m,1 stop,10677
Air India,13/01/2019,Bangalore,Delhi,Evening,Afternoon,2h 30m,1 stop,8110
Air India,15/06/2019,Bangalore,Cochin,Morning,Night,3h,1 stop,5005
Air India,06/03/2019,Chennai,Cochin,Afternoon,Morning,4h 15m,2 stops,11075
Air India,12/12/2019,Delhi,Mumbai,Afternoon,Afternoon,2h 30m,2 stops,11865
Air India,26/11/2019,Chennai,Mumbai,Morning,Afternoon,2h 10m,1 stop,6343
Air India,18/10/2019,Kolkata,Cochin,Night,Evening,2h 30m,non-stop,7443
Air India,16/07/2019,Bangalore,Kolkata,Morning,Evening,3h,2 stops,5500
Air India,18/05/2019,Chennai,Hyderabad,Evening,Morning,2h 30m,1 stop,7975
Air India,06/07/2019,Mumbai,Delhi,Afternoon,Afternoon,2h 30m,non-stop,9417
Air India,25/10/2019,Kolkata,Mumbai,Afternoon,Evening,4h 15m,non-stop,8659
Air India,10/02/2019,Delhi,Kolkata,Evening,Evening,2h 10m,2 stops,3234
Air India,26/03/2019,Chennai,Kolkata,Morning,Evening,1h 45m,1 stop,10182
Air India,06/03/2019,Delhi,Hyderabad,Afternoon,Morning,4h 15m,2 stops,11872
Air India,29/10/2019,Mumbai,Cochin,Afternoon,Afternoon,2h 30m,non-stop,13870
Air India,05/01/2019,Kolkata,Cochin,Afternoon,Morning,2h 30m,non-stop,3983
Air India,14/09/2019,Chennai,Hyderabad,Morning,Morning,3h,1 stop,3910
Air India,19/09/2019,Delhi,Mumbai,Morning,Afternoon,4h 15m,2 stops,7686
Air India,06/09/2019,Chennai,Delhi,Morning,Afternoon,1h 45m,non-stop,11028
Air India,10/11/2019,Delhi,Mumbai,Evening,Night,4h 15m,non-stop,13249
Air India,27/10/2019,Mumbai,Hyderabad,Morning,Morning,1h 45m,2 stops,14814
Air India,20/08/2019,Mumbai,Delhi,Morning,Morning,3h,2 stops,10178
Air India,10/01/2019,Mumbai,Delhi,Evening,Afternoon,2h 10m,1 stop,9365
Air India,17/06/2019,Bangalore,Mumbai,Morning,Morning,2h 30m,non-stop,11215
Air India,09/08/2019,Bangalore,Hyderabad,Afternoon,Night,1h 45m,non-stop,3805
Air India,27/03/2019,Bangalore,Cochin,Morning,Evening,3h,1 stop,10918
Air India,29/10/2019,Bangalore,Delhi,Evening,Night,3h,2 stops,12757
Air India,15/01/2019,Bangalore,Cochin,Afternoon,Afternoon,2h 10m,2 stops,10602
Air India,05/10/2019,Mumbai,Cochin,Morning,Evening,1h 45m,2 stops,9227
Air India,01/01/2019,Mumbai,Hyderabad,Evening,Evening,1h 45m,non-stop,14123
Air India,24/10/2019,Mumbai,Kolkata,Morning,Afternoon,3h,non-stop,12988
Air India,25/04/2019,Delhi,Cochin,Morning,Evening,2h 10m,1 stop,10563
Air India,11/09/2019,Bangalore,Hyderabad,Morning,Afternoon,2h 30m,1 stop,10481
Air India,29/07/2019,Delhi,Kolkata,Afternoon,Evening,2h 30m,non-stop,5331
Air India,19/04/2019,Mumbai,Cochin,Evening,Afternoon,2h 10m,non-stop,3961
Air India,12/10/2019,Mumbai,Cochin,Night,Night,2h 10m,1 stop,4324
Air India,07/07/2019,Chennai,Delhi,Afternoon,Afternoon,4h 15m,non-stop,8696
Air India,06/12/2019,Chennai,Cochin,Afternoon,Evening,3h,non-stop,8267
Air India,23/05/2019,Chennai,Hyderabad,Night,Morning,3h,non-stop,13851
Air India,06/01/2019,Kolkata,Cochin,Night,Evening,2h 10m,2 stops,11168
Air India,26/05/2019,Mumbai,Hyderabad,Evening,Afternoon,2h 30m,non-stop,12786
Air India,28/11/2019,Kolkata,Mumbai,Night,Evening,4h 15m,2 stops,7262
Air India,01/02/2019,Delhi,Cochin,Morning,Evening,1h 45m,1 stop,13005
Air India,10/10/2019,Kolkata,Cochin,Afternoon,Morning,4h 15m,2 stops,12712
Air India,30/03/2019,Bangalore,Mumbai,Afternoon,Afternoon,4h 15m,non-stop,14263
Air India,14/09/2019,Chennai,Kolkata,Night,Morning,1h 45m,2 stops,10864
Air India,09/07/2019,Bangalore,Cochin,Morning,Morning,4h 15m,1 stop,5845
Air India,02/12/2019,Kolkata,Mumbai,Evening,Afternoon,1h 45m,1 stop,14586
Air India,16/05/2019,Kolkata,Hyderabad,Night,Afternoon,4h 15m,2 stops,4716
Air India,27/06/2019,Kolkata,Delhi,Night,Morning,4h 15m,2 stops,3367
Air India,04/10/2019,Mumbai,Cochin,Afternoon,Afternoon,2h 10m,2 stops,7587
Air India,06/01/2019,Bangalore,Delhi,Afternoon,Morning,1h 45m,1 stop,6657
Air India,12/05/2019,Mumbai,Cochin,Morning,Morning,2h 10m,2 stops,5441
Air India,01/04/2019,Delhi,Cochin,Evening,Night,3h,2 stops,8921
Air India,13/09/2019,Delhi,Cochin,Evening,Evening,3h,non-stop,3380
Air India,18/11/2019,Delhi,Kolkata,Afternoon,Afternoon,2h 30m,1 stop,3775
Air India,14/07/2019,Kolkata,Hyderabad,Evening,Afternoon,3h,1 stop,10399
Air India,25/08/2019,Kolkata,Cochin,Afternoon,Afternoon,3h,non-stop,7961
Air India,15/07/2019,Mumbai,Cochin,Evening,Afternoon,2h 30m,1 stop,13445
Air India,02/02/2019,Delhi,Mumbai,Night,Afternoon,3h,non-stop,13709
Air India,24/07/2019,Mumbai,Kolkata,Afternoon,Afternoon,4h 15m,non-stop,5227
Air India,24/10/2019,Kolkata,Hyderabad,Evening,Morning,2h 10m,2 stops,10339
Air India,14/07/2019,Kolkata,Delhi,Evening,Morning,2h 10m,1 stop,13735
Air India,24/12/2019,Bangalore,Cochin,Evening,Morning,2h 10m,1 stop,8283
Air India,10/04/2019,Delhi,Cochin,Morning,Night,2h 10m,2 stops,11058
Air India,30/08/2019,Delhi,Cochin,Afternoon,Morning,2h 30m,2 stops,4801
Air India,17/08/2019,Kolkata,Delhi,Afternoon,Morning,4h 15m,2 stops,4386
Air India,08/02/2019,Delhi,Kolkata,Morning,Evening,4h 15m,1 stop,3773
Air India,30/08/2019,Bangalore,Kolkata,Night,Afternoon,3h,1 stop,3519
Air India,12/09/2019,Delhi,Cochin,Afternoon,Evening,4h 15m,1 stop,5417
Air India,21/09/2019,Bangalore,Cochin,Evening,Evening,1h 45m,1 stop,10796
Air India,21/12/2019,Mumbai,Kolkata,Morning,Night,3h,non-stop,13262
Air India,10/04/2019,Chennai,Mumbai,Evening,Morning,1h 45m,2 stops,10433
Air India,13/08/2019,Kolkata,Cochin,Night,Afternoon,4h 15m,2 stops,10027
Air India,28/06/2019,Mumbai,Cochin,Afternoon,Night,4h 15m,non-stop,8365
Air India,15/03/2019,Kolkata,Mumbai,Evening,Night,4h 15m,1 stop,6070
Air India,23/03/2019,Mumbai,Kolkata,Afternoon,Morning,2h 30m,1 stop,9538
Air India,22/07/2019,Bangalore,Mumbai,Afternoon,Afternoon,2h 10m,non-stop,11947
Air India,19/08/2019,Bangalore,Cochin,Afternoon,Night,3h,1 stop,4961
Air India,11/02/2019,Kolkata,Cochin,Night,Afternoon,3h,1 stop,14943
Air India,26/11/2019,Delhi,Mumbai,Morning,Night,2h 30m,non-stop,10974
Air India,24/11/2019,Mumbai,Kolkata,Afternoon,Morning,2h 30m,1 stop,5463
Air India,28/06/2019,Chennai,Kolkata,Evening,Evening,2h 10m,non-stop,9458
Air India,30/06/2019,Bangalore,Delhi,Morning,Night,1h 45m,1 stop,7190
Air India,24/06/2019,Chennai,Cochin,Morning,Evening,2h 10m,1 stop,6828
Air India,12/07/2019,Kolkata,Mumbai,Night,Morning,3h,1 stop,8777
Air India,10/06/2019,Bangalore,Kolkata,Afternoon,Morning,3h,1 stop,5710
Air India,17/09/2019,Mumbai,Kolkata,Afternoon,Evening,4h 15m,2 stops,7865
Air India,08/07/2019,Mumbai,Cochin,Night,Afternoon,4h 15m,1 stop,6092
Air India,05/09/2019,Bangalore,Hyderabad,Night,Morning,4h 15m,non-stop,12046
Air India,14/11/2019,Bangalore,Cochin,Night,Morning,2h 30m,2 stops,6287
Air India,01/02/2019,Bangalore,Kolkata,Morning,Morning,2h 30m,non-stop,10514
Air India,04/11/2019,Delhi,Hyderabad,Afternoon,Evening,4h 15m,2 stops,4162
Air India,15/10/2019,Kolkata,Mumbai,Evening,Morning,1h 45m,1 stop,9437
Air India,14/09/2019,Delhi,Kolkata,Evening,Morning,4h 15m,non-stop,10335
Air India,24/01/2019,Chennai,Delhi,Morning,Evening,1h 45m,2 stops,9926
Air India,16/09/2019,Mumbai,Hyderabad,Morning,Night,2h 30m,1 stop,5920
Air India,15/06/2019,Delhi,Cochin,Night,Afternoon,1h 45m,non-stop,5008
Air India,13/09/2019,Bangalore,Kolkata,Evening,Evening,2h 10m,non-stop,11100
Air India,25/07/2019,Chennai,Mumbai,Evening,Evening,2h 10m,non-stop,13891
Air India,07/05/2019,Delhi,Mumbai,Evening,Afternoon,4h 15m,non-stop,12104
Air India,16/08/2019,Bangalore,Mumbai,Evening,Afternoon,2h 30m,non-stop,3758
Air India,24/08/2019,Kolkata,Hyderabad,Morning,Night,4h 15m,2 stops,6867
Air India,18/12/2019,Chennai,Cochin,Morning,Afternoon,2h 10m,non-stop,10314
Air India,22/05/2019,Delhi,Mumbai,Morning,Night,4h 15m,non-stop,8350
Air India,26/03/2019,Mumbai,Delhi,Morning,Evening,2h 10m,non-stop,9037
Air India,06/07/2019,Chennai,Delhi,Morning,Morning,2h 10m,2 stops,13903
Air India,11/05/2019,Mumbai,Kolkata,Night,Night,2h 30m,non-stop,3647
Air India,28/12/2019,Chennai,Kolkata,Morning,Afternoon,4h 15m,2 stops,8377
Air India,16/10/2019,Kolkata,Mumbai,Night,Evening,1h 45m,1 stop,7202
Air India,09/04/2019,Kolkata,Cochin,Evening,Evening,2h 30m,2 stops,11087
Air India,13/10/2019,Delhi,Hyderabad,Night,Night,4h 15m,2 stops,4371
Air India,10/10/2019,Kolkata,Hyderabad,Night,Evening,2h 10m,non-stop,9638
Air India,15/05/2019,Bangalore,Delhi,Afternoon,Night,3h,non-stop,6442
Air India,26/03/2019,Mumbai,Kolkata,Night,Evening,1h 45m,2 stops,4216
Air India,10/10/2019,Bangalore,Kolkata,Afternoon,Morning,3h,2 stops,9999
Air India,18/07/2019,Chennai,Kolkata,Night,Afternoon,2h 10m,2 stops,10868
Air India,06/12/2019,Delhi,Kolkata,Afternoon,Morning,2h 30m,2 stops,14629
Air India,21/08/2019,Bangalore,Mumbai,Afternoon,Afternoon,2h 10m,1 stop,11253
Air India,12/08/2019,Delhi,Cochin,Morning,Night,3h,non-stop,7383
Air India,21/03/2019,Bangalore,Cochin,Morning,Evening,3h,2 stops,12901
Air India,05/10/2019,Bangalore,Kolkata,Evening,Afternoon,2h 30m,1 stop,10754
Air India,18/08/2019,Kolkata,Delhi,Afternoon,Night,2h 30m,2 stops,14346
Air India,17/11/2019,Mumbai,Hyderabad,Afternoon,Morning,2h 10m,non-stop,10041
Air India,22/08/2019,Kolkata,Hyderabad,Evening,Night,3h,2 stops,14010
